param_names	 VHXT	 Vloc	 basaldeg	 maxdegMT	 KdegMT	 hilldegMT	 basaldegMT	 maxdegST	 KrepMTST	 hillrepMTST	 KdegST	 hilldegST	 basaldegST	 KinhSMG	 deloc	 KrepHMG	 hillHMG	 KrepHMT	 hillHMT	 KrepHST	 hillrepHST	 KMG	 hillMG	 VdegHXT	 threshdegHXT	 hilldegHXT	 basaldegM2	 KrepSTM2	 hillrepSTM2	 KrepHM2	 hillrepHM2	 KinhSM2	 KrepM2MT	 hillrepM2MT	 VinactGM2	 KinactGM2	 hillinactGM2	param_names	 VHXT	 Vloc	 basaldeg	 maxdegMT	 KdegMT	 hilldegMT	 basaldegMT	 maxdegST	 KrepMTST	 hillrepMTST	 KdegST	 hilldegST	 basaldegST	 KinhSMG	 deloc	 KrepHMG	 hillHMG	 KrepHMT	 hillHMT	 KrepHST	 hillrepHST	 KMG	 hillMG	 VdegHXT	 threshdegHXT	 hilldegHXT	 basaldegM2	 KrepSTM2	 hillrepSTM2	 KrepHM2	 hillrepHM2	 KinhSM2	 KrepM2MT	 hillrepM2MT	 VinactGM2	 KinactGM2	 hillinactGM2	
paramset_8972z6	 4.232	 0.595	 -0.281	 2.584	 -5.385	 1.911	 0.663	 -0.090	 -0.947	 2.068	 -0.348	 0.582	 -4.368	 4.813	 3.807	 -9.627	 -0.999	 -2.825	 0.614	 0.499	 1.100	 -1.007	 -0.273	 -5.449	 -19.225	 0.157	 1.675	 -1.437	 2.057	 -3.924	 1.831	 1.964	 -2.851	 1.292	 3.096	 -2.366	 5.978	
paramset_v4n3x9	 4.630	 0.111	 -0.248	 2.185	 -4.677	 1.520	 0.804	 -0.258	 -1.166	 2.237	 -0.400	 -0.885	 -5.282	 3.539	 3.041	 -9.463	 0.243	 -2.282	 0.701	 0.968	 0.691	 -2.088	 -0.066	 -6.189	 -17.924	 -0.360	 1.087	 -2.106	 1.238	 -4.459	 1.739	 3.390	 -3.973	 1.269	 1.973	 -3.143	 5.632	
paramset_1nzad8	 4.695	 0.522	 0.218	 1.895	 -5.493	 2.229	 -0.500	 -0.307	 -0.469	 3.236	 0.327	 -0.861	 -4.659	 4.367	 4.672	 -10.069	 -0.565	 -3.329	 1.365	 0.669	 0.469	 -1.104	 -0.281	 -5.204	 -17.864	 0.322	 0.821	 -2.213	 1.829	 -5.072	 1.352	 3.323	 -2.833	 0.109	 2.491	 -4.195	 6.716	
paramset_ukf3yb	 5.354	 0.086	 0.985	 2.465	 -5.341	 2.750	 -0.422	 0.363	 -0.662	 1.721	 -0.492	 -0.657	 -3.804	 4.314	 3.804	 -9.336	 -0.632	 -2.599	 0.283	 0.728	 -0.097	 -2.564	 -0.906	 -6.572	 -18.722	 0.614	 1.166	 -0.950	 1.493	 -3.891	 1.312	 2.369	 -3.691	 0.481	 1.318	 -3.861	 5.713	
paramset_7wivmr	 5.068	 0.808	 -0.915	 1.991	 -4.583	 2.067	 0.946	 0.045	 -0.808	 2.132	 -0.052	 -0.151	 -5.452	 5.349	 4.832	 -10.240	 -0.392	 -2.004	 0.575	 -0.494	 1.496	 -2.445	 0.647	 -5.023	 -18.493	 0.801	 1.159	 -2.694	 1.787	 -5.409	 1.565	 3.567	 -2.244	 1.590	 3.001	 -3.088	 6.495	
paramset_f73adc	 5.670	 0.276	 0.426	 1.181	 -4.288	 2.444	 0.837	 1.295	 -1.318	 1.548	 -0.046	 -0.672	 -5.579	 5.264	 4.134	 -10.369	 -0.753	 -2.611	 0.377	 1.304	 1.250	 -2.409	 -0.607	 -4.773	 -17.937	 0.853	 1.712	 -1.697	 1.004	 -4.075	 1.457	 3.483	 -2.805	 0.487	 3.047	 -2.945	 6.112	
paramset_65jgid	 5.683	 -0.376	 0.704	 2.863	 -3.768	 2.476	 -0.527	 0.837	 -1.325	 2.833	 -0.905	 -0.236	 -5.573	 3.655	 4.703	 -10.974	 -0.073	 -1.927	 1.531	 -0.256	 1.166	 -1.087	 0.051	 -4.713	 -18.393	 0.338	 2.211	 -1.936	 1.453	 -4.709	 1.140	 2.260	 -3.752	 1.533	 1.979	 -2.584	 6.750	
paramset_fe4pg8	 3.889	 0.239	 -0.013	 2.132	 -5.056	 1.635	 -0.936	 0.803	 -0.632	 2.855	 -0.622	 -0.370	 -5.099	 3.732	 3.886	 -10.754	 -0.259	 -3.158	 1.040	 0.814	 0.081	 -1.141	 0.672	 -4.810	 -18.747	 0.384	 1.647	 -2.146	 1.159	 -5.778	 0.962	 2.839	 -3.063	 1.427	 1.673	 -2.538	 7.213	
paramset_quep56	 4.344	 0.291	 -0.110	 1.512	 -5.026	 2.358	 0.907	 0.219	 -0.842	 3.045	 -0.941	 -0.378	 -4.031	 3.886	 4.886	 -9.777	 -0.879	 -1.927	 0.201	 0.109	 0.711	 -2.491	 -0.970	 -6.396	 -19.466	 0.982	 1.266	 -2.360	 1.323	 -5.831	 1.906	 2.162	 -2.502	 0.388	 1.276	 -4.122	 6.305	
paramset_u9ivoz	 3.919	 0.013	 -0.308	 1.447	 -4.413	 3.106	 0.991	 -0.565	 0.052	 1.697	 -0.218	 0.113	 -5.479	 4.676	 3.480	 -9.525	 -0.993	 -3.731	 0.786	 1.104	 1.159	 -1.396	 0.815	 -5.660	 -19.453	 -0.484	 1.867	 -0.892	 1.281	 -4.878	 1.932	 3.018	 -2.553	 1.519	 2.585	 -2.742	 6.075	
paramset_dkx2if	 5.260	 0.002	 -0.902	 2.893	 -3.868	 2.297	 -0.208	 0.333	 -1.694	 2.339	 0.241	 -0.076	 -5.326	 4.561	 3.047	 -10.941	 0.706	 -3.343	 1.508	 0.079	 1.532	 -2.619	 0.521	 -6.579	 -18.895	 -0.396	 0.927	 -2.621	 1.881	 -4.654	 0.549	 3.722	 -2.692	 0.288	 3.061	 -3.785	 6.254	
paramset_g3shkx	 5.526	 0.210	 0.536	 2.056	 -5.122	 2.156	 -0.576	 0.658	 -1.314	 1.658	 -0.245	 -0.349	 -3.782	 4.651	 4.516	 -10.884	 -0.227	 -2.761	 0.299	 0.136	 1.240	 -2.039	 0.314	 -5.210	 -19.777	 -0.729	 2.219	 -2.010	 1.260	 -4.078	 1.653	 2.974	 -3.470	 1.773	 1.670	 -3.567	 7.099	
paramset_r2xlv3	 5.331	 -0.099	 -0.410	 1.944	 -5.533	 3.282	 0.239	 0.357	 -1.596	 2.185	 0.230	 0.621	 -3.813	 3.856	 3.126	 -10.591	 0.930	 -3.330	 0.984	 -0.064	 1.552	 -1.755	 0.127	 -5.624	 -17.971	 0.223	 2.291	 -2.428	 1.260	 -4.238	 0.441	 3.085	 -3.575	 0.723	 1.807	 -3.935	 6.640	
paramset_imuyp4	 5.425	 0.902	 0.334	 1.831	 -4.163	 2.273	 -0.009	 1.386	 -0.350	 2.866	 0.154	 0.851	 -4.543	 3.446	 4.568	 -10.075	 -0.023	 -2.789	 0.433	 -0.138	 0.918	 -2.518	 -0.292	 -5.443	 -18.086	 -0.163	 2.600	 -1.985	 0.670	 -5.532	 0.663	 2.851	 -3.651	 0.564	 1.771	 -3.967	 7.023	
paramset_fz39jn	 5.180	 1.101	 -0.459	 1.504	 -5.118	 2.381	 -0.102	 -0.449	 -1.846	 1.699	 -1.077	 0.829	 -5.207	 3.857	 4.283	 -9.746	 0.187	 -1.988	 1.446	 0.529	 -0.111	 -1.551	 -0.637	 -5.478	 -18.100	 -0.479	 2.281	 -2.139	 1.972	 -5.803	 1.468	 1.982	 -3.929	 1.401	 2.753	 -2.344	 7.116	
paramset_vcl8nt	 4.138	 0.747	 -0.592	 0.910	 -4.404	 1.604	 0.410	 0.366	 -1.253	 1.536	 0.551	 0.514	 -4.628	 4.710	 4.524	 -10.950	 0.538	 -2.194	 1.529	 1.295	 0.253	 -1.389	 -0.693	 -6.684	 -17.885	 -0.414	 1.203	 -2.230	 0.570	 -5.767	 1.235	 3.864	 -2.982	 0.815	 2.171	 -2.418	 6.139	
paramset_5wrkud	 5.187	 0.146	 -0.929	 1.822	 -4.837	 1.904	 -0.651	 0.381	 -1.131	 1.785	 -1.134	 0.497	 -5.705	 5.189	 4.298	 -10.045	 -0.464	 -3.350	 0.075	 -0.221	 1.411	 -1.901	 -0.089	 -6.421	 -19.700	 -0.972	 1.390	 -0.912	 1.542	 -3.922	 1.294	 2.045	 -3.490	 0.807	 1.887	 -4.019	 6.267	
paramset_apq4c8	 4.478	 -0.410	 -0.356	 1.801	 -5.003	 2.011	 0.929	 0.822	 -0.302	 2.715	 -0.588	 0.390	 -5.659	 5.079	 4.899	 -10.569	 -0.130	 -3.541	 0.340	 0.561	 0.273	 -1.029	 -0.622	 -6.331	 -19.009	 -0.878	 1.388	 -1.940	 0.946	 -4.826	 1.294	 2.241	 -3.944	 1.813	 2.942	 -3.912	 5.986	
paramset_pwxi7r	 5.301	 0.285	 -0.908	 2.282	 -5.494	 2.173	 -0.485	 0.234	 -0.522	 1.999	 -1.100	 0.524	 -4.242	 4.968	 4.131	 -10.775	 -0.149	 -2.869	 0.030	 0.111	 -0.294	 -1.978	 0.590	 -5.731	 -18.959	 -0.388	 2.526	 -1.699	 1.283	 -4.375	 1.648	 2.477	 -3.510	 1.113	 1.513	 -2.563	 5.498	
paramset_tr2dl1	 5.768	 0.688	 1.030	 0.970	 -5.524	 1.459	 -0.962	 0.946	 -1.210	 2.327	 -0.610	 0.878	 -4.869	 3.639	 3.772	 -9.694	 0.139	 -3.510	 0.051	 -0.161	 0.405	 -0.753	 -0.049	 -5.011	 -18.351	 -0.368	 0.844	 -2.455	 2.250	 -5.037	 2.071	 3.258	 -3.788	 1.671	 3.057	 -3.770	 5.464	
paramset_k9sain	 4.435	 0.548	 0.549	 2.352	 -4.056	 1.708	 0.206	 0.525	 -1.097	 1.666	 0.725	 0.926	 -5.582	 5.311	 3.768	 -9.646	 0.106	 -2.428	 -0.001	 0.590	 0.590	 -1.164	 0.642	 -6.567	 -19.321	 -0.922	 1.386	 -1.010	 0.451	 -5.006	 1.788	 3.039	 -2.466	 0.184	 2.395	 -3.272	 6.464	
paramset_58l4wb	 5.818	 -0.258	 -0.225	 2.695	 -3.766	 1.706	 -0.278	 -0.534	 -1.575	 3.100	 -0.888	 -0.376	 -4.953	 4.861	 4.602	 -10.468	 -0.546	 -2.919	 0.543	 0.091	 -0.201	 -0.911	 -0.438	 -6.563	 -18.545	 -0.245	 1.376	 -2.335	 1.122	 -4.095	 0.236	 2.130	 -2.729	 1.300	 3.137	 -3.952	 5.749	
paramset_pay8jr	 5.783	 -0.407	 0.048	 1.802	 -3.724	 2.938	 -0.236	 -0.273	 -1.271	 2.916	 0.103	 0.297	 -5.496	 3.474	 3.182	 -9.816	 -0.671	 -3.646	 0.828	 -0.142	 1.347	 -2.516	 0.746	 -6.616	 -17.992	 -0.603	 2.315	 -1.642	 2.022	 -4.433	 1.435	 2.521	 -2.538	 0.743	 2.706	 -2.504	 7.350	
paramset_z5kejm	 4.649	 1.220	 -0.934	 1.233	 -4.726	 2.811	 0.082	 0.733	 -1.554	 1.665	 -0.875	 -0.796	 -5.320	 5.203	 3.278	 -10.302	 0.177	 -3.542	 0.304	 -0.255	 0.832	 -1.076	 -0.263	 -5.034	 -19.064	 -0.072	 2.432	 -2.269	 0.913	 -4.255	 0.939	 2.101	 -2.907	 0.202	 1.411	 -2.966	 6.625	
paramset_7brf5v	 5.523	 0.583	 0.537	 2.608	 -5.239	 2.591	 0.442	 0.721	 -1.543	 2.108	 -0.427	 -0.057	 -4.008	 3.833	 4.623	 -9.366	 0.012	 -3.185	 -0.134	 -0.473	 0.891	 -2.245	 0.373	 -5.957	 -19.817	 0.423	 1.435	 -1.136	 1.221	 -5.047	 1.766	 2.397	 -3.037	 1.724	 2.247	 -3.189	 7.016	
paramset_n1jcdl	 5.296	 0.781	 -0.799	 0.999	 -5.677	 2.954	 0.853	 -0.351	 -0.358	 3.128	 -0.606	 -0.178	 -5.394	 3.762	 4.596	 -10.010	 0.829	 -1.840	 -0.119	 -0.460	 0.618	 -1.489	 0.309	 -4.882	 -18.220	 0.994	 2.076	 -0.945	 0.794	 -4.410	 0.691	 2.104	 -2.190	 1.942	 1.207	 -3.462	 6.841	
paramset_dvnoeu	 4.156	 0.477	 -0.200	 2.093	 -5.637	 3.271	 0.960	 1.053	 -0.685	 1.842	 0.288	 -0.985	 -5.619	 4.275	 4.406	 -9.094	 0.912	 -3.550	 1.348	 0.729	 1.400	 -2.282	 0.197	 -6.643	 -18.999	 -0.124	 0.896	 -1.590	 1.796	 -4.801	 1.129	 2.652	 -2.641	 1.503	 1.260	 -2.447	 6.967	
paramset_s41g5m	 4.745	 1.127	 -0.629	 1.360	 -3.696	 2.899	 -0.547	 1.059	 -1.419	 2.196	 0.627	 -0.451	 -4.357	 3.857	 4.721	 -10.554	 0.724	 -2.478	 0.001	 0.513	 1.209	 -0.926	 0.490	 -5.717	 -18.765	 -0.090	 1.320	 -1.600	 1.893	 -5.301	 1.403	 2.202	 -3.340	 1.599	 2.647	 -2.839	 6.197	
paramset_623jcq	 5.482	 0.031	 -0.884	 1.436	 -4.388	 2.472	 -0.681	 -0.193	 -0.252	 1.380	 0.041	 0.910	 -4.826	 4.172	 4.767	 -9.987	 0.764	 -2.029	 1.033	 -0.208	 1.419	 -2.280	 0.003	 -6.425	 -19.333	 -0.745	 1.909	 -1.160	 0.508	 -5.136	 0.184	 3.648	 -3.323	 1.194	 1.890	 -2.978	 5.968	
paramset_voxj8w	 5.259	 0.716	 0.455	 2.722	 -3.712	 1.722	 -0.312	 1.016	 -0.524	 1.355	 -0.401	 0.838	 -5.606	 3.396	 4.012	 -10.213	 0.050	 -2.739	 1.268	 -0.262	 -0.265	 -2.177	 0.534	 -6.690	 -18.628	 0.380	 1.069	 -1.367	 0.864	 -4.389	 1.762	 2.223	 -2.311	 1.039	 1.256	 -3.423	 6.806	
paramset_3kuhe9	 5.683	 0.980	 0.165	 1.241	 -4.511	 2.996	 0.356	 1.082	 -0.712	 3.076	 -0.284	 -0.179	 -4.984	 4.326	 3.371	 -10.861	 0.763	 -2.421	 0.503	 0.940	 0.058	 -1.789	 -0.489	 -5.420	 -19.396	 -0.073	 1.630	 -1.547	 1.155	 -5.670	 1.534	 2.689	 -3.142	 0.375	 1.999	 -4.131	 7.028	
paramset_6yxi7k	 4.132	 0.777	 -0.285	 1.521	 -4.543	 3.361	 0.314	 -0.549	 -0.439	 2.704	 -0.894	 0.020	 -4.209	 5.350	 4.022	 -11.002	 0.685	 -2.544	 0.113	 0.616	 0.266	 -2.072	 -0.702	 -6.166	 -19.379	 -0.191	 1.432	 -1.378	 2.395	 -5.790	 1.657	 3.031	 -2.760	 0.298	 2.283	 -4.229	 6.414	
paramset_xhoj4v	 3.910	 -0.369	 0.679	 2.540	 -4.737	 2.830	 0.648	 1.046	 -1.342	 1.719	 -0.103	 -0.083	 -5.346	 4.539	 3.884	 -9.931	 -0.542	 -3.351	 1.200	 0.292	 0.252	 -2.242	 -0.198	 -6.457	 -18.413	 -0.750	 2.384	 -2.690	 2.066	 -4.890	 1.310	 3.717	 -4.131	 0.754	 3.164	 -3.383	 6.543	
paramset_ecvjqm	 4.282	 0.289	 0.476	 2.350	 -3.811	 1.492	 -0.216	 0.062	 -1.756	 2.607	 -1.100	 0.529	 -4.804	 3.976	 3.230	 -10.446	 -0.653	 -1.844	 1.530	 0.590	 0.327	 -2.104	 0.242	 -6.170	 -19.681	 0.661	 2.150	 -1.625	 1.433	 -4.592	 2.056	 2.492	 -3.745	 1.558	 1.428	 -2.778	 6.863	
paramset_qvpbaf	 4.325	 0.079	 0.273	 1.048	 -3.808	 2.292	 -0.335	 0.303	 -0.802	 1.604	 0.245	 0.215	 -4.488	 4.216	 3.266	 -10.767	 0.842	 -2.861	 -0.425	 1.141	 0.447	 -1.154	 -0.233	 -6.608	 -18.842	 -0.334	 1.673	 -1.560	 1.351	 -4.590	 1.796	 2.277	 -2.433	 1.670	 1.475	 -3.033	 7.061	
paramset_wzjr5f	 4.664	 -0.284	 -0.613	 1.685	 -4.795	 2.946	 0.451	 0.102	 -0.625	 3.156	 0.687	 0.227	 -5.617	 4.014	 3.415	 -9.279	 0.362	 -2.709	 0.869	 0.704	 1.373	 -1.446	 -0.502	 -6.219	 -19.146	 -0.581	 0.713	 -2.315	 0.818	 -5.717	 1.773	 2.385	 -3.138	 0.377	 2.003	 -3.950	 6.661	
paramset_txfmyl	 5.281	 1.214	 0.877	 1.089	 -5.451	 2.830	 -0.281	 0.773	 -0.806	 2.312	 -0.156	 0.520	 -4.847	 4.606	 4.625	 -9.091	 0.912	 -3.376	 0.139	 0.531	 0.345	 -0.873	 0.782	 -6.624	 -19.466	 -0.339	 1.652	 -1.219	 1.969	 -4.046	 1.947	 3.687	 -3.230	 0.108	 2.973	 -3.178	 6.284	
paramset_1eytuc	 5.490	 0.461	 -0.796	 1.496	 -5.311	 3.174	 -0.228	 -0.282	 -0.220	 1.727	 -0.970	 -0.803	 -4.574	 4.835	 3.338	 -9.586	 0.143	 -3.199	 0.859	 0.105	 0.682	 -1.458	 -0.073	 -6.161	 -19.546	 -0.901	 0.903	 -1.276	 1.763	 -5.706	 1.258	 2.970	 -2.235	 0.557	 2.737	 -3.462	 5.719	
paramset_3s4gcx	 4.951	 0.157	 -0.602	 1.336	 -5.056	 2.234	 0.177	 0.952	 -0.244	 1.956	 -1.155	 0.179	 -4.885	 3.768	 3.400	 -9.843	 0.832	 -1.953	 0.937	 1.343	 -0.186	 -1.023	 0.794	 -6.532	 -18.682	 -0.947	 1.362	 -2.056	 1.123	 -5.131	 0.468	 3.854	 -4.153	 1.390	 1.915	 -3.130	 5.884	
paramset_3gximq	 5.120	 0.192	 -0.908	 1.633	 -5.495	 2.822	 0.192	 -0.055	 -0.710	 2.462	 -0.468	 -0.583	 -5.131	 4.028	 4.706	 -10.042	 -0.627	 -3.727	 -0.108	 1.431	 0.853	 -1.533	 0.441	 -6.704	 -19.105	 0.493	 2.145	 -1.769	 1.953	 -4.141	 0.320	 1.989	 -2.322	 1.711	 2.779	 -3.800	 5.869	
paramset_t58fzb	 4.066	 -0.011	 0.254	 1.162	 -5.071	 2.588	 0.286	 0.819	 -0.238	 2.721	 0.526	 -0.709	 -4.183	 4.268	 4.592	 -9.417	 0.489	 -2.732	 0.439	 -0.448	 0.486	 -1.175	 -0.566	 -4.882	 -19.256	 -0.848	 0.998	 -1.599	 1.312	 -3.974	 1.646	 3.452	 -2.906	 0.516	 2.709	 -2.635	 7.412	
paramset_4sfbrx	 4.571	 -0.015	 0.174	 2.216	 -3.904	 3.147	 0.676	 0.854	 -1.744	 2.315	 -0.743	 0.324	 -5.194	 4.347	 4.127	 -10.525	 0.252	 -2.822	 0.179	 -0.127	 -0.156	 -1.993	 0.157	 -5.403	 -17.837	 -0.422	 1.097	 -1.064	 1.257	 -5.484	 1.724	 3.822	 -3.637	 1.409	 2.454	 -2.873	 6.588	
paramset_skb32t	 4.787	 0.453	 0.677	 1.503	 -5.565	 1.955	 -0.715	 0.484	 -1.787	 2.775	 0.285	 -0.417	 -5.312	 4.524	 3.176	 -11.058	 -0.223	 -2.557	 1.112	 1.438	 1.054	 -1.032	 0.808	 -6.624	 -18.177	 0.926	 1.981	 -2.559	 0.973	 -4.094	 1.708	 3.448	 -2.653	 1.776	 1.475	 -3.476	 5.570	
paramset_i1m6qs	 5.484	 1.223	 0.106	 0.986	 -4.753	 2.042	 -0.076	 0.579	 -0.949	 3.075	 0.242	 -0.142	 -5.625	 4.314	 4.846	 -10.197	 -0.571	 -2.437	 0.651	 1.273	 -0.271	 -1.522	 -0.331	 -6.643	 -19.385	 -0.800	 2.103	 -1.923	 1.272	 -5.355	 1.540	 2.710	 -2.883	 1.865	 1.583	 -3.591	 5.898	
paramset_k2o5ds	 5.577	 -0.667	 0.399	 1.833	 -4.331	 3.259	 -0.061	 -0.228	 -1.683	 2.024	 0.100	 -0.205	 -5.346	 3.691	 3.032	 -10.468	 0.274	 -2.495	 0.966	 0.690	 0.032	 -1.573	 -0.305	 -5.389	 -19.156	 -0.615	 2.121	 -1.599	 2.390	 -5.742	 1.695	 3.797	 -3.083	 0.855	 1.885	 -2.753	 7.141	
paramset_nhfx8a	 5.144	 0.694	 -0.857	 2.366	 -4.602	 2.110	 0.648	 1.185	 -1.028	 1.706	 0.081	 0.415	 -5.044	 4.733	 3.307	 -9.739	 -0.832	 -3.049	 0.469	 0.502	 0.641	 -0.726	 -0.332	 -5.394	 -19.806	 0.402	 0.866	 -2.510	 0.456	 -5.132	 1.380	 1.896	 -4.129	 1.387	 1.428	 -3.365	 7.166	
paramset_x9mbce	 4.610	 0.336	 -0.748	 2.162	 -4.353	 2.768	 0.513	 0.453	 -1.007	 2.896	 0.079	 -0.721	 -4.693	 3.946	 3.614	 -10.781	 -0.982	 -1.809	 0.275	 1.188	 1.360	 -0.751	 -0.919	 -6.442	 -19.153	 0.623	 1.906	 -2.272	 0.538	 -5.140	 1.237	 2.175	 -3.900	 0.874	 2.374	 -2.729	 6.562	
paramset_tsrkxy	 3.955	 -0.695	 -0.671	 2.639	 -4.808	 2.796	 0.079	 1.391	 -0.494	 1.338	 -0.910	 0.337	 -5.491	 4.737	 4.356	 -10.817	 -0.332	 -3.513	 -0.262	 -0.207	 -0.163	 -1.486	 0.845	 -4.835	 -19.168	 -0.479	 0.919	 -2.023	 2.364	 -5.326	 1.924	 2.205	 -2.720	 1.840	 1.316	 -4.149	 5.634	
paramset_nem7ut	 5.737	 1.193	 -0.851	 2.094	 -4.696	 3.235	 0.074	 0.229	 -1.678	 2.481	 -1.067	 -0.505	 -3.851	 4.142	 3.356	 -10.519	 0.287	 -2.687	 1.027	 0.600	 0.677	 -0.973	 0.818	 -5.614	 -18.271	 -0.728	 2.283	 -2.854	 1.006	 -5.123	 0.111	 3.399	 -2.216	 1.573	 2.537	 -3.862	 7.011	
paramset_utrczw	 5.682	 0.034	 0.525	 1.148	 -3.931	 1.792	 -0.973	 0.613	 -0.708	 1.903	 -0.562	 0.721	 -5.306	 5.290	 4.696	 -9.339	 0.290	 -2.821	 0.391	 1.293	 0.978	 -1.381	 0.711	 -5.635	 -18.634	 0.801	 1.069	 -2.079	 1.614	 -5.745	 0.596	 2.954	 -2.885	 1.094	 1.538	 -2.694	 7.213	
paramset_2e7g56	 5.848	 1.070	 -0.648	 2.636	 -4.084	 2.454	 -0.980	 1.349	 -0.810	 2.675	 0.013	 0.800	 -3.947	 3.520	 3.119	 -10.721	 0.988	 -2.416	 0.435	 -0.385	 1.651	 -1.073	 0.336	 -6.207	 -19.475	 0.493	 2.502	 -1.436	 0.517	 -3.984	 0.500	 2.200	 -2.786	 1.634	 3.066	 -2.655	 6.071	
